review_text,rating,label,text_length,word_count,avg_word_length,uppercase_ratio,exclamation_count,question_count,processed_text
Works as expected. Not the best I've seen but decent enough for everyday use. Comment 369.,3,OR,90,16,5.625,0.044444444444444446,0,0,work expected best ive seen decent enough everyday use comment
"It's okay, does what it says but nothing special. Arrived a bit late though. Comment 172.",4,OR,89,16,5.5625,0.033707865168539325,0,0,okay say nothing special arrived bit late though comment
Works as expected. Not the best I've seen but decent enough for everyday use. Comment 314.,5,OR,90,16,5.625,0.044444444444444446,0,0,work expected best ive seen decent enough everyday use comment
Pretty good overall. Had some minor issues with the setup but works fine now. Comment 441.,3,OR,90,16,5.625,0.03333333333333333,0,0,pretty good overall minor issue setup work fine comment
"It's okay, does what it says but nothing special. Arrived a bit late though. Comment 64.",5,OR,88,16,5.5,0.03409090909090909,0,0,okay say nothing special arrived bit late though comment
Works as expected. Not the best I've seen but decent enough for everyday use. Comment 5.,3,OR,88,16,5.5,0.045454545454545456,0,0,work expected best ive seen decent enough everyday use comment
Works as expected. Not the best I've seen but decent enough for everyday use. Comment 242.,5,OR,90,16,5.625,0.044444444444444446,0,0,work expected best ive seen decent enough everyday use comment
It's alright. Took some time to figure out how to use it properly. Comment 13.,5,OR,78,15,5.2,0.038461538461538464,0,0,alright took time figure use properly comment
Fantastic product with great features. Shipping was quick. Very happy customer! Review 200.,5,CG,91,13,7.0,0.04395604395604396,1,0,fantastic product great feature shipping quick happy customer review
Outstanding item! Superior quality and performance. Highly recommended. A must buy! Review 84.,4,CG,94,13,7.230769230769231,0.05319148936170213,2,0,outstanding item superior quality performance highly recommended must buy review
Perfect product! Exceeded all my expectations. Will definitely buy again. Thank you! Review 464.,5,CG,96,14,6.857142857142857,0.052083333333333336,2,0,perfect product exceeded expectation definitely buy thank review
Not bad for the price. Quality could be better but it serves its purpose. Comment 471.,3,OR,86,16,5.375,0.03488372093023256,0,0,bad price quality could better serf purpose comment
Pretty good overall. Had some minor issues with the setup but works fine now. Comment 183.,2,OR,90,16,5.625,0.03333333333333333,0,0,pretty good overall minor issue setup work fine comment
Not bad for the price. Quality could be better but it serves its purpose. Comment 344.,2,OR,86,16,5.375,0.03488372093023256,0,0,bad price quality could better serf purpose comment
Excellent quality and fast shipping. Very satisfied with this purchase. Great value! Review 223.,5,CG,96,14,6.857142857142857,0.041666666666666664,1,0,excellent quality fast shipping satisfied purchase great value review
Fantastic product with great features. Shipping was quick. Very happy customer! Review 327.,5,CG,91,13,7.0,0.04395604395604396,1,0,fantastic product great feature shipping quick happy customer review
Pretty good overall. Had some minor issues with the setup but works fine now. Comment 455.,3,OR,90,16,5.625,0.03333333333333333,0,0,pretty good overall minor issue setup work fine comment
Pretty good overall. Had some minor issues with the setup but works fine now. Comment 332.,2,OR,90,16,5.625,0.03333333333333333,0,0,pretty good overall minor issue setup work fine comment
Perfect product! Exceeded all my expectations. Will definitely buy again. Thank you! Review 24.,5,CG,95,14,6.785714285714286,0.05263157894736842,2,0,perfect product exceeded expectation definitely buy thank review
Outstanding item! Superior quality and performance. Highly recommended. A must buy! Review 31.,4,CG,94,13,7.230769230769231,0.05319148936170213,2,0,outstanding item superior quality performance highly recommended must buy review
Not bad for the price. Quality could be better but it serves its purpose. Comment 93.,4,OR,85,16,5.3125,0.03529411764705882,0,0,bad price quality could better serf purpose comment
Perfect product! Exceeded all my expectations. Will definitely buy again. Thank you! Review 17.,5,CG,95,14,6.785714285714286,0.05263157894736842,2,0,perfect product exceeded expectation definitely buy thank review
It's alright. Took some time to figure out how to use it properly. Comment 457.,4,OR,79,15,5.266666666666667,0.0379746835443038,0,0,alright took time figure use properly comment
Excellent quality and fast shipping. Very satisfied with this purchase. Great value! Review 263.,4,CG,96,14,6.857142857142857,0.041666666666666664,1,0,excellent quality fast shipping satisfied purchase great value review
Perfect product! Exceeded all my expectations. Will definitely buy again. Thank you! Review 476.,5,CG,96,14,6.857142857142857,0.052083333333333336,2,0,perfect product exceeded expectation definitely buy thank review
"It's okay, does what it says but nothing special. Arrived a bit late though. Comment 146.",2,OR,89,16,5.5625,0.033707865168539325,0,0,okay say nothing special arrived bit late though comment
Excellent quality and fast shipping. Very satisfied with this purchase. Great value! Review 216.,5,CG,96,14,6.857142857142857,0.041666666666666664,1,0,excellent quality fast shipping satisfied purchase great value review
Pretty good overall. Had some minor issues with the setup but works fine now. Comment 147.,2,OR,90,16,5.625,0.03333333333333333,0,0,pretty good overall minor issue setup work fine comment
Fantastic product with great features. Shipping was quick. Very happy customer! Review 251.,5,CG,91,13,7.0,0.04395604395604396,1,0,fantastic product great feature shipping quick happy customer review
Fantastic product with great features. Shipping was quick. Very happy customer! Review 103.,4,CG,91,13,7.0,0.04395604395604396,1,0,fantastic product great feature shipping quick happy customer review
Perfect product! Exceeded all my expectations. Will definitely buy again. Thank you! Review 30.,4,CG,95,14,6.785714285714286,0.05263157894736842,2,0,perfect product exceeded expectation definitely buy thank review
Not bad for the price. Quality could be better but it serves its purpose. Comment 353.,4,OR,86,16,5.375,0.03488372093023256,0,0,bad price quality could better serf purpose comment
Outstanding item! Superior quality and performance. Highly recommended. A must buy! Review 299.,4,CG,95,13,7.3076923076923075,0.05263157894736842,2,0,outstanding item superior quality performance highly recommended must buy review
Outstanding item! Superior quality and performance. Highly recommended. A must buy! Review 352.,5,CG,95,13,7.3076923076923075,0.05263157894736842,2,0,outstanding item superior quality performance highly recommended must buy review
Perfect product! Exceeded all my expectations. Will definitely buy again. Thank you! Review 477.,5,CG,96,14,6.857142857142857,0.052083333333333336,2,0,perfect product exceeded expectation definitely buy thank review
This product is absolutely amazing! Best purchase ever! Highly recommend! Five stars! Review 394.,5,CG,97,14,6.928571428571429,0.05154639175257732,4,0,product absolutely amazing best purchase ever highly recommend five star review
Perfect product! Exceeded all my expectations. Will definitely buy again. Thank you! Review 149.,5,CG,96,14,6.857142857142857,0.052083333333333336,2,0,perfect product exceeded expectation definitely buy thank review
Pretty good overall. Had some minor issues with the setup but works fine now. Comment 261.,4,OR,90,16,5.625,0.03333333333333333,0,0,pretty good overall minor issue setup work fine comment
Not bad for the price. Quality could be better but it serves its purpose. Comment 220.,2,OR,86,16,5.375,0.03488372093023256,0,0,bad price quality could better serf purpose comment
Excellent quality and fast shipping. Very satisfied with this purchase. Great value! Review 497.,4,CG,96,14,6.857142857142857,0.041666666666666664,1,0,excellent quality fast shipping satisfied purchase great value review
Perfect product! Exceeded all my expectations. Will definitely buy again. Thank you! Review 491.,4,CG,96,14,6.857142857142857,0.052083333333333336,2,0,perfect product exceeded expectation definitely buy thank review
Works as expected. Not the best I've seen but decent enough for everyday use. Comment 223.,4,OR,90,16,5.625,0.044444444444444446,0,0,work expected best ive seen decent enough everyday use comment
Not bad for the price. Quality could be better but it serves its purpose. Comment 196.,3,OR,86,16,5.375,0.03488372093023256,0,0,bad price quality could better serf purpose comment
Not bad for the price. Quality could be better but it serves its purpose. Comment 243.,2,OR,86,16,5.375,0.03488372093023256,0,0,bad price quality could better serf purpose comment
Works as expected. Not the best I've seen but decent enough for everyday use. Comment 155.,2,OR,90,16,5.625,0.044444444444444446,0,0,work expected best ive seen decent enough everyday use comment
Fantastic product with great features. Shipping was quick. Very happy customer! Review 119.,5,CG,91,13,7.0,0.04395604395604396,1,0,fantastic product great feature shipping quick happy customer review
This product is absolutely amazing! Best purchase ever! Highly recommend! Five stars! Review 220.,4,CG,97,14,6.928571428571429,0.05154639175257732,4,0,product absolutely amazing best purchase ever highly recommend five star review
Fantastic product with great features. Shipping was quick. Very happy customer! Review 489.,5,CG,91,13,7.0,0.04395604395604396,1,0,fantastic product great feature shipping quick happy customer review
Pretty good overall. Had some minor issues with the setup but works fine now. Comment 166.,2,OR,90,16,5.625,0.03333333333333333,0,0,pretty good overall minor issue setup work fine comment
Pretty good overall. Had some minor issues with the setup but works fine now. Comment 130.,5,OR,90,16,5.625,0.03333333333333333,0,0,pretty good overall minor issue setup work fine comment
Not bad for the price. Quality could be better but it serves its purpose. Comment 187.,3,OR,86,16,5.375,0.03488372093023256,0,0,bad price quality could better serf purpose comment
